,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40,23.36877875328064,0.34236387462980894,2.413343334197998,0.03363005026819091,True,balanced,,auto,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
39,24.316662549972534,0.4022313860781633,2.389585590362549,0.10263872262682773,True,balanced,,auto,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
38,23.650158166885376,0.27382726995845896,2.689589834213257,0.2611157281611526,True,balanced,,auto,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
31,23.535835790634156,0.6053675200837815,2.354755735397339,0.10090443423056937,True,balanced,20,sqrt,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
30,23.217989110946654,0.4192754279719141,2.396532344818115,0.10403148046701315,True,balanced,20,sqrt,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
29,22.78279905319214,0.19952018181064982,2.3444523334503176,0.02723305023120709,True,balanced,20,sqrt,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
22,23.01713032722473,0.28562994514306855,2.350796604156494,0.08537672166111807,True,balanced,20,auto,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
21,22.859817695617675,0.09854230721147982,2.4324460506439207,0.039677714518439024,True,balanced,20,auto,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
20,23.510155963897706,0.5169141474385248,2.3203336238861083,0.12238125751967863,True,balanced,20,auto,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
13,23.003397035598756,0.12545618096903718,2.383647632598877,0.020407818835714665,True,balanced,10,sqrt,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
12,22.88138117790222,0.10748419822557337,2.380090618133545,0.039387700897374776,True,balanced,10,sqrt,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
11,22.605607175827025,0.10888004712092252,2.424735736846924,0.06107781164063513,True,balanced,10,sqrt,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
4,22.565924072265624,0.18598816294544698,2.4001795768737795,0.008994638688205417,True,balanced,10,auto,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
3,22.556765365600587,0.1917463018326902,2.427990436553955,0.015496657162206141,True,balanced,10,auto,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
2,22.6614501953125,0.11333452840786744,2.449541616439819,0.013850283242842537,True,balanced,10,auto,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
75,29.592108488082886,0.11479202440590149,2.347671127319336,0.06343871225824853,True,balanced_subsample,20,auto,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
76,29.65908317565918,0.30497928388797796,2.3865474224090577,0.03219949597212226,True,balanced_subsample,20,auto,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
57,30.926558876037596,0.7731029363636565,2.423882246017456,0.07398103605471881,True,balanced_subsample,10,auto,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
85,30.6179527759552,0.42806345462981876,2.3375831604003907,0.0582357831083556,True,balanced_subsample,20,sqrt,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
116,19.504420375823976,0.23847016788787193,2.424181270599365,0.02648822381585112,False,balanced,10,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
